일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계),습도(%),열지수
2019-05-01,서울(108),NO,21.9,22.2,16.4,11.2,48.9,NO, ,NO,높음,51.6,16.19
2019-05-02,서울(108),NO,22.2,25.3,17.1,10.6,28.5,NO, ,NO,높음,28,17.12
2019-05-03,서울(108),NO,23.4,26.1,17.9,10.1,37.5,NO, ,NO,매우높음,35.6,17.81
2019-05-04,서울(108),NO,25,27.4,19.5,12,40.4,NO, ,NO,높음,41.4,19.27
2019-05-05,서울(108),NO,23.2,26.5,19.2,13.6,35.8,NO, ,NO,높음,35.7,19.42
2019-05-06,서울(108),NO,16.9,19.8,14.5,9.8,27.1,NO, ,NO,높음,29.1,14.61
2019-05-07,서울(108),NO,19.6,21.9,15,8.4,33.4,NO, ,NO,매우높음,31.5,14.97
2019-05-08,서울(108),NO,20.2,21.3,15.6,10.1,48.3,NO, ,NO,매우높음,46.3,15.51
2019-05-09,서울(108),NO,20.5,22.9,16.6,11.7,43.3,NO, ,NO,높음,44.4,16.64
2019-05-10,서울(108),NO,24.9,26.8,17.8,10.3,48,NO, ,NO,높음,48.1,17.57
2019-05-11,서울(108),NO,26.1,28.3,20.3,13.2,39,NO, ,NO,매우높음,39.9,20.14
2019-05-12,서울(108),NO,26.4,28.9,21.6,14.7,36,NO, ,NO,매우높음,36.6,21.48
2019-05-13,서울(108),NO,21.6,22.8,18.7,15.5,43.4,NO, ,NO,높음,42.3,18.82
2019-05-14,서울(108),NO,24.8,26.9,19.6,12.9,44.5,NO, ,NO,높음,43.8,19.55
2019-05-15,서울(108),NO,25.7,28,20.7,14.8,48.1,NO, ,NO,높음,48.3,20.6
2019-05-16,서울(108),NO,27.8,30,23.5,16.7,43.8,NO, ,NO,매우높음,44.6,23.24
2019-05-17,서울(108),NO,26.8,28.3,23.6,17.6,44.9,NO, ,NO,높음,45.6,23.44
2019-05-18,서울(108),NO,25.2,25.9,22.8,19.1,46.8,NO, ,NO,높음,47,22.86
2019-05-19,서울(108),NO,24.3,21.6,19.4,17.9,93,NO, ,NO,보통,88.9,19.62
2019-05-20,서울(108),NO,23.2,20.2,16.4,13,63.6,NO, ,NO,높음,63.8,16.95
2019-05-21,서울(108),NO,21.7,23.8,17.2,11.7,52,NO, ,NO,높음,51.8,17.1
2019-05-22,서울(108),NO,23.6,26.5,19.5,12.3,46,NO, ,NO,매우높음,46.7,19.24
2019-05-23,서울(108),NO,26.6,29.2,22.1,15,45,NO, ,NO,매우높음,45.1,21.93
2019-05-24,서울(108),NO,31,33.4,24.2,16.2,46.4,NO, ,NO,매우높음,45.5,24.11
2019-05-25,서울(108),NO,25.7,28.6,23.4,18.4,45.6,NO, ,NO,매우높음,45.6,23.5
2019-05-26,서울(108),NO,28.1,31.1,24.5,18.6,39,NO, ,NO,매우높음,39.4,24.45
2019-05-27,서울(108),NO,22.9,22.3,17.8,14.3,80.9,NO, ,NO,보통,79.6,18.55
2019-05-28,서울(108),NO,22.5,24.6,18.1,11.9,45.9,NO, ,NO,매우높음,45.1,17.96
2019-05-29,서울(108),NO,24.5,26.5,20.3,13.3,48.4,NO, ,NO,매우높음,49.5,20.04
2019-05-30,서울(108),NO,23.3,24.5,19.6,14.6,48,NO, ,NO,높음,47.7,19.72
2019-05-31,서울(108),NO,22.4,23.3,19.1,16.1,49.6,NO, ,NO,매우높음,48.8,19.25
2019-06-01,서울(108),NO,23.4,23.7,18.9,14.8,60.5,NO, ,NO,높음,60,18.83
2019-06-02,서울(108),NO,25.6,27.8,21.1,14.1,42.1,NO, ,NO,매우높음,44.8,20.9
2019-06-03,서울(108),NO,27.9,29.5,23.1,16,42.9,NO, ,NO,매우높음,41.7,22.82
2019-06-04,서울(108),NO,27.6,29,22.6,17.6,56.4,NO, ,NO,매우높음,54.3,22.83
2019-06-05,서울(108),NO,29.1,29.6,23,17.8,63.8,NO, ,NO,매우높음,64.2,22.88
2019-06-06,서울(108),NO,26,25.1,21.2,18.6,75.9,NO, ,NO,높음,75.6,21.29
2019-06-07,서울(108),NO,25.2,24.7,20,17,77.3,NO, ,NO,보통,78.1,20.01
2019-06-08,서울(108),NO,26.9,27.6,21.9,16,57.5,NO, ,NO,매우높음,57.3,21.7
2019-06-09,서울(108),NO,26.7,26.5,21.6,17.1,66.1,NO, ,NO,높음,65.8,21.85
2019-06-10,서울(108),NO,22.4,21.9,18.4,15.7,70.3,NO, ,NO,보통,71.7,18.41
2019-06-11,서울(108),NO,24.9,26.1,20.5,15.5,51.1,NO, ,NO,매우높음,49.7,20.5
2019-06-12,서울(108),NO,26.5,26.4,21.5,16.1,57.1,NO, ,NO,매우높음,57.9,21.56
2019-06-13,서울(108),NO,27.5,28.8,23,16.6,51.9,NO, ,NO,매우높음,52,22.8
2019-06-14,서울(108),NO,27,28.4,23,19.1,54.8,NO, ,NO,보통,54.1,22.95
2019-06-15,서울(108),NO,26.9,27.4,21.9,17.9,61.5,NO, ,NO,매우높음,62.9,22.01
2019-06-16,서울(108),NO,26.5,27.2,22,16.1,55.4,NO, ,NO,매우높음,57.2,21.66
2019-06-17,서울(108),NO,25.7,26.2,21.7,18.1,59.1,NO, ,NO,높음,59,21.79
2019-06-18,서울(108),NO,25.9,24.8,20.8,17,78.6,NO, ,NO,높음,78.1,20.62
2019-06-19,서울(108),NO,26.3,25.4,21.4,18.9,77.8,NO, ,NO,높음,78,21.37
2019-06-20,서울(108),NO,27.8,27.8,22.7,19.8,70.6,NO, ,NO,높음,70.2,22.75
2019-06-21,서울(108),NO,26.9,26.1,22.1,19.4,72.9,NO, ,NO,높음,74.7,22.05
2019-06-22,서울(108),NO,28.3,30.6,24.2,17.7,42.3,NO, ,NO,매우높음,45.4,23.9
2019-06-23,서울(108),NO,28.9,31,25,19.1,40.4,NO, ,NO,높음,39.8,24.88
2019-06-24,서울(108),NO,29.1,30.9,25.2,20.9,46.9,NO,관심,NO,위험,45.2,25.36
2019-06-25,서울(108),NO,30.3,32.8,25.6,19.5,49.1,NO,주의,NO,매우높음,49.6,25.48
2019-06-26,서울(108),NO,28.6,29.5,25.5,20.7,52.6,NO, ,NO,매우높음,51.1,25.35
2019-06-27,서울(108),NO,30.9,31.2,25.5,21.9,70.5,NO, ,NO,보통,71.4,25.54
2019-06-28,서울(108),NO,29.3,29,24.7,22.3,67.3,NO, ,NO,매우높음,66.5,24.96
2019-06-29,서울(108),NO,27.7,27.7,23.1,19.6,72,NO, ,NO,높음,70.8,23.04
2019-06-30,서울(108),NO,28.7,28.5,23.9,20.9,73.5,NO, ,NO,매우높음,72.8,23.98
2019-07-01,서울(108),NO,28.1,28.9,23.9,20.6,64.4,NO, ,NO,매우높음,63.8,23.97
2019-07-02,서울(108),NO,28.9,30.1,24.4,20.8,63.5,NO, ,NO,매우높음,63.2,24.29
2019-07-03,서울(108),NO,27.7,27.4,24.1,21.2,64.6,NO,관심,NO,높음,65.3,24.18
2019-07-04,서울(108),NO,30.7,32.8,25.4,20,59.6,NO,주의,NO,매우높음,58.6,25.35
2019-07-05,서울(108),NO,32.7,35,27.6,20.2,42.1,NO,경고,NO,매우높음,45.5,27.41
2019-07-06,서울(108),NO,32.8,36.1,29.7,24.6,40.9,NO,주의,NO,매우높음,39.7,29.5
2019-07-07,서울(108),NO,30,32.5,26.7,22.7,43.3,NO,주의,NO,매우높음,43.5,26.94
2019-07-08,서울(108),NO,29.2,31,25.1,21.2,46.6,NO,주의,NO,높음,45.3,25.13
2019-07-09,서울(108),NO,28.4,30,25,19.7,46.4,NO, ,NO,높음,46.3,25.11
2019-07-10,서울(108),NO,26.8,27.3,22.7,19.3,64.1,NO, ,NO,높음,61,22.79
2019-07-11,서울(108),NO,27,25.9,21.9,19.5,76.9,NO, ,NO,보통,79,21.79
2019-07-12,서울(108),NO,28.7,28.7,23.6,20,65.5,NO, ,NO,매우높음,66.7,23.47
2019-07-13,서울(108),NO,29.4,29.7,24.9,22.1,67.3,NO, ,NO,보통,67.4,24.87
2019-07-14,서울(108),NO,30.6,31.6,25.9,21.2,64.6,NO, ,NO,높음,65.2,25.76
2019-07-15,서울(108),NO,28.4,27.4,23.8,22.1,80,NO,관심,NO,보통,77.9,23.87
2019-07-16,서울(108),NO,29.6,28.8,24.7,21.4,79,NO,관심,NO,높음,80.8,24.36
2019-07-17,서울(108),NO,29.8,29.2,25.6,22.3,73.9,NO,관심,NO,보통,74.5,25.54
2019-07-18,서울(108),NO,31.3,32.1,26.9,23.3,65,NO,주의,NO,높음,64.9,28.51
2019-07-19,서울(108),YES,33.7,35,28.6,22.8,61.3,NO,주의,YES,매우높음,61.2,30.17
2019-07-20,서울(108),NO,32,31.9,28,25.1,66.9,NO, ,NO,보통,63.1,30.31
2019-07-21,서울(108),NO,29.5,27,25.1,24.2,87.1,NO, ,NO,보통,87.1,25.26
2019-07-22,서울(108),NO,31.6,31,26.7,24.2,74.6,NO,주의,NO,매우높음,74.7,28.66
2019-07-23,서울(108),YES,33.1,32.9,28.1,24.4,70.8,NO, ,YES,매우높음,71.5,30.67
2019-07-24,서울(108),NO,29.7,27.2,26.5,25.2,82.3,NO, ,YES,보통,82.3,26.44
2019-07-25,서울(108),NO,30.5,27.4,26.3,25.6,90.1,NO, ,NO,높음,90.5,26.35
2019-07-26,서울(108),NO,29.3,25.9,25.1,23.7,95.3,NO, ,NO,보통,94.9,25.06
2019-07-27,서울(108),YES,33.6,33.4,28.4,24.9,76.6,NO, ,YES,보통,78.6,32.13
2019-07-28,서울(108),NO,30.6,28.2,26.1,25,88.3,NO, ,YES,보통,87.1,26.31
2019-07-29,서울(108),NO,31.5,30,27.5,25.6,74.5,NO,주의,YES,높음,75,30.13
2019-07-30,서울(108),NO,32.3,30.8,28.1,26.3,75.3,NO, ,NO,매우높음,75.3,31.49
2019-07-31,서울(108),NO,30.1,27.5,25.8,24,91.1,NO, ,NO,보통,91.3,25.87
2019-08-01,서울(108),NO,32,30.1,26.3,23.5,86.4,NO,관심,NO,높음,85.8,26.41
2019-08-02,서울(108),YES,33.7,33.1,28.4,24.7,74.6,NO,주의,YES,매우높음,74.8,32.16
2019-08-03,서울(108),YES,35.5,36,29.4,25.6,69,NO,경고,YES,매우높음,70.6,33.76
2019-08-04,서울(108),YES,34.5,34.4,28.3,25,75.9,NO,경고,YES,매우높음,73.4,32.13
2019-08-05,서울(108),YES,35.5,35.9,30.5,25.6,65.5,NO,경고,YES,매우높음,67.3,35.11
2019-08-06,서울(108),YES,35.2,36.8,31.6,27.9,51.4,NO,경고,NO,매우높음,52,34.33
2019-08-07,서울(108),NO,31.7,30.3,26.9,23.9,78.1,NO,주의,YES,높음,76.1,29.35
2019-08-08,서울(108),YES,33.4,32.7,28.9,25.9,71.4,NO,주의,YES,매우높음,72,32.7
2019-08-09,서울(108),YES,34.9,34.6,29.8,26,69,NO,경고,YES,매우높음,68.5,34.24
2019-08-10,서울(108),YES,35.8,36.5,31.5,26.6,57.9,NO,경고,YES,매우높음,59.4,35.56
2019-08-11,서울(108),YES,34.1,35.7,30.4,26.3,53.6,NO,경고,NO,매우높음,51.3,32.39
2019-08-12,서울(108),NO,31.8,28.5,26.6,24.8,91.8,NO,주의,YES,보통,91,26.53
2019-08-13,서울(108),YES,35,35.3,29.2,25.1,76.9,NO,경고,YES,매우높음,76.3,34.43
2019-08-14,서울(108),YES,35.2,35.7,30.4,25.9,63.9,NO,경고,YES,매우높음,66.2,34.78
2019-08-15,서울(108),NO,29.7,28.6,25.9,23.9,82,NO,관심,NO,보통,79.2,26.31
2019-08-16,서울(108),NO,30.8,29.5,25.9,23,74.5,NO, ,NO,보통,76.8,25.81
2019-08-17,서울(108),NO,29.7,28.8,25.9,23.4,69.5,NO, ,NO,보통,70,26.03
2019-08-18,서울(108),NO,30.2,30.7,25.6,22.6,66.5,NO, ,NO,매우높음,65.1,25.63
2019-08-19,서울(108),NO,30.5,31.3,26.3,21.2,60.6,NO,관심,NO,매우높음,62,26.15
2019-08-20,서울(108),NO,32.4,32.8,28.2,23.2,56.3,NO,주의,NO,매우높음,56.6,29.02
2019-08-21,서울(108),NO,31,30.4,27,24.4,67.3,NO,관심,NO,보통,64.7,28.67
2019-08-22,서울(108),NO,30.8,31.4,26.9,23,66.5,NO, ,NO,매우높음,67.5,28.28
2019-08-23,서울(108),NO,28.9,30.5,26.2,22.7,58.4,NO, ,NO,매우높음,58.6,26.35
2019-08-24,서울(108),NO,28.1,27.3,24.1,21.5,60.9,NO, ,NO,매우높음,60.4,23.96
2019-08-25,서울(108),NO,29.8,29.9,25,20.2,66.6,NO, ,NO,매우높음,67.3,24.7
2019-08-26,서울(108),NO,30.9,32.1,26.4,21.5,63.8,NO, ,NO,매우높음,63.9,26.28
2019-08-27,서울(108),NO,29.5,29.3,25.7,22.2,71.1,NO, ,NO,보통,70.8,25.73
2019-08-28,서울(108),NO,29.7,30.2,26.1,23.6,66.2,NO, ,NO,높음,66.6,26
2019-08-29,서울(108),NO,27.5,26.4,23.4,20.1,77.1,NO, ,NO,보통,77.6,23.59
2019-08-30,서울(108),NO,26.9,27,22.6,19.5,66.3,NO, ,NO,높음,65.3,22.62
2019-08-31,서울(108),NO,28.2,28.9,23.5,18.5,65,NO, ,NO,높음,64.5,23.4
2019-09-01,서울(108),NO,27.7,27.8,23.7,19.2,64,NO, ,NO,높음,64.4,23.63
2019-09-02,서울(108),NO,28.7,29.7,24.4,19.4,56.6,NO, ,NO,보통,57,24.35
2019-09-03,서울(108),NO,28.6,28,24.1,22,67.6,NO, ,NO,매우높음,66.7,24.17
2019-09-04,서울(108),NO,28.2,25.5,22.8,21.2,89,NO, ,NO,보통,88,22.79
2019-09-05,서울(108),NO,29.3,27.6,23,21.5,91.4,NO, ,NO,보통,91.7,23.1
2019-09-06,서울(108),NO,30.6,29.1,25.3,21.6,79.8,NO, ,NO,보통,80.4,25.04
2019-09-07,서울(108),NO,30.4,29.5,25.7,22.6,72.9,NO, ,NO,보통,73.8,25.67
2019-09-08,서울(108),NO,28.8,27.3,24.7,22.9,76.9,NO, ,NO,높음,77.1,24.67
2019-09-09,서울(108),NO,29.3,28,25.1,22.4,74.3,NO, ,NO,보통,74.8,24.92
2019-09-10,서울(108),NO,29,26.5,23.8,22.1,93.4,NO, ,NO,보통,91.7,23.88
2019-09-11,서울(108),NO,29.3,28.7,24.3,20.4,71.4,NO, ,NO,보통,73.6,24.38
2019-09-12,서울(108),NO,24.1,22.9,21,18.7,72.3,NO, ,NO,보통,69,21.28
2019-09-13,서울(108),NO,28.2,29.3,23.3,18.3,60.4,NO, ,NO,높음,62.4,22.98
2019-09-14,서울(108),NO,26.4,24.1,22.4,20.8,80,NO, ,NO,보통,77.8,22.45
2019-09-15,서울(108),NO,29.7,30,24.2,19.5,70.4,NO, ,NO,보통,72,24.09
2019-09-16,서울(108),NO,29,30.5,24.5,20.7,53,NO, ,NO,높음,55,24.58
2019-09-17,서울(108),NO,27.2,29,23.5,18,41.6,NO, ,NO,높음,40,23.41
2019-09-18,서울(108),NO,24.5,25.4,21,16,46,NO, ,NO,높음,45.7,21.5
2019-09-19,서울(108),NO,25.3,26,19.5,13.6,46.5,NO, ,NO,높음,45.6,19.39
2019-09-20,서울(108),NO,23.7,24.2,19.6,15.8,52.8,NO, ,NO,보통,51.6,19.38
2019-09-21,서울(108),NO,22.7,22.1,19.6,18.3,60.3,NO, ,NO,보통,59.7,19.72
2019-09-22,서울(108),NO,20.8,19.6,18.6,17.3,63.4,NO, ,NO,보통,63,18.64
2019-09-23,서울(108),NO,23.8,24.6,20,16.9,51.1,NO, ,NO,보통,50.1,20.11
2019-09-24,서울(108),NO,25.7,26.5,19.8,13.9,61.3,NO, ,NO,높음,60.6,19.71
2019-09-25,서울(108),NO,26.6,27.4,20.9,14.8,64.4,NO, ,NO,높음,64.2,20.77
2019-09-26,서울(108),NO,27.8,29,22.9,17.7,59.3,NO, ,NO,보통,59.6,22.73
2019-09-27,서울(108),NO,26.7,27,22.9,19.6,57.5,NO, ,NO,보통,57.5,22.92
2019-09-28,서울(108),NO,28.6,29.2,23.7,19.4,58.9,NO, ,NO,보통,58.8,23.74
2019-09-29,서울(108),NO,27,28.6,22.6,17.9,60.6,NO, ,NO,높음,60.6,22.66
2019-09-30,서울(108),NO,27.9,29.9,22.4,16.4,61,NO, ,NO,높음,62.5,22.41
2020-05-01,서울(108),NO,26.7,26.2,20.2,16.4,73.6,NO, ,NO,높음,73.2,20.12
2020-05-02,서울(108),NO,25.3,23.9,20.3,18,79.6,NO, ,NO,보통,80,20.24
2020-05-03,서울(108),NO,27.3,27.4,21.8,17,68.8,NO, ,NO,보통,69.8,21.64
2020-05-04,서울(108),NO,25.6,25.3,20.2,14.8,63.9,NO, ,NO,높음,63.7,20.7
2020-05-05,서울(108),NO,20.7,19.3,16,13.1,67.9,NO, ,NO,보통,67.6,16.18
2020-05-06,서울(108),NO,24.9,27.6,19.4,11.1,50,NO, ,NO,매우높음,52.8,18.99
2020-05-07,서울(108),NO,23.6,26.5,20.7,14.9,32.5,NO, ,NO,매우높음,32.9,20.59
2020-05-08,서울(108),NO,23.1,27.3,19.9,14.3,32.8,NO, ,NO,높음,29.3,20.33
2020-05-09,서울(108),NO,20.1,16.8,14.2,12.7,94.4,NO, ,NO,보통,93.2,14.33
2020-05-10,서울(108),NO,19.1,16.6,14.4,12.8,88.6,NO, ,NO,낮음,89.1,14.28
2020-05-11,서울(108),NO,20.8,22,16.5,12.4,61,NO, ,NO,높음,60.8,16.65
2020-05-12,서울(108),NO,20,18.9,14.3,10.5,69.4,NO, ,NO,높음,70.9,14.18
2020-05-13,서울(108),NO,20.3,21.8,16.1,10.2,47.3,NO, ,NO,매우높음,49.6,15.99
2020-05-14,서울(108),NO,22.7,25.4,19.3,12.4,35.4,NO, ,NO,높음,36.1,18.7
2020-05-15,서울(108),NO,19.6,20.2,16.1,14.1,81.4,NO, ,NO,보통,76.3,16.44
2020-05-16,서울(108),NO,22.5,20.3,16.7,15,90.3,NO, ,NO,보통,90.7,16.68
2020-05-17,서울(108),NO,25.8,24.9,19.1,14.6,80.1,NO, ,NO,보통,80.6,18.78
2020-05-18,서울(108),NO,27,26.8,19.1,13.2,79.4,NO, ,NO,보통,80.1,19.46
2020-05-19,서울(108),NO,18.4,17.1,13,10.1,73.6,NO, ,NO,보통,75.2,13.34
2020-05-20,서울(108),NO,20.3,20.1,14.4,9.2,60.4,NO, ,NO,보통,59.8,14.13
2020-05-21,서울(108),NO,22.6,22.9,17.4,10.9,56.1,NO, ,NO,매우높음,56.7,17.02
2020-05-22,서울(108),NO,23.5,22.7,18.5,14.8,68.5,NO, ,NO,높음,67.3,18.58
2020-05-23,서울(108),NO,24.9,25,20.1,16.6,66.1,NO, ,NO,높음,65.9,20.06
2020-05-24,서울(108),NO,22.3,20.2,17.1,14.3,84.8,NO, ,NO,보통,83.3,17.48
2020-05-25,서울(108),NO,22.9,21.3,16.6,13.7,81,NO, ,NO,높음,80.2,16.7
2020-05-26,서울(108),NO,23.3,22.9,16.2,12.7,81.9,NO, ,NO,높음,81.1,16.18
2020-05-27,서울(108),NO,23.8,23.9,17.4,11.8,68.5,NO, ,NO,매우높음,69.8,17.37
2020-05-28,서울(108),NO,23.3,23.4,18.7,14.2,62.8,NO, ,NO,보통,63,18.6
2020-05-29,서울(108),NO,26.7,27.6,20.7,14.6,65.6,NO, ,NO,매우높음,65.4,20.54
2020-05-30,서울(108),NO,28.1,30,22.6,16.5,57.3,NO, ,NO,매우높음,57.3,22.63
2020-05-31,서울(108),NO,27.3,28,21.2,17.6,63,NO, ,NO,매우높음,61.5,21.31
2020-06-01,서울(108),NO,23.7,24.5,19.7,16.6,64.3,NO, ,NO,높음,65.2,19.84
2020-06-02,서울(108),NO,22.1,21.8,17.9,14.8,71,NO, ,NO,보통,69,17.9
2020-06-03,서울(108),NO,28.4,28.4,22,17.6,73.3,NO, ,NO,높음,73.4,21.84
2020-06-04,서울(108),NO,27.5,26.5,21.9,19.7,81.1,NO, ,NO,높음,79.9,21.91
2020-06-05,서울(108),NO,28.6,28.7,23,18.4,69.4,NO, ,NO,매우높음,71.5,22.86
2020-06-06,서울(108),NO,29.9,30.9,24.6,19.2,63.6,NO, ,NO,매우높음,63.6,24.58
2020-06-07,서울(108),NO,29,29.2,22.7,19.2,69.4,NO, ,NO,높음,68.5,22.87
2020-06-08,서울(108),NO,31.3,32,25,19.8,63.6,NO,관심,NO,매우높음,65.5,24.78
2020-06-09,서울(108),NO,31.6,32.8,26.7,20.3,51.6,YES,주의,NO,매우높음,52.4,26.6
2020-06-10,서울(108),NO,31.5,32.1,25.8,22.5,63.8,YES,주의,NO,매우높음,60,26.07
2020-06-11,서울(108),NO,31.2,31.6,26.1,21.7,68.3,NO,관심,NO,매우높음,70,25.93
2020-06-12,서울(108),NO,28.2,27.6,24.7,21.6,68.6,NO, ,NO,매우높음,67.4,24.86
2020-06-13,서울(108),NO,32,33.5,26.9,20.6,52.8,NO, ,NO,높음,53.3,27.36
2020-06-14,서울(108),NO,29,28.8,24,20.1,70.6,NO, ,NO,매우높음,68.5,24.45
2020-06-15,서울(108),NO,27.5,28.6,23,18.2,62.3,NO, ,NO,매우높음,62.9,22.78
2020-06-16,서울(108),NO,29.9,30.7,24.4,20,63,NO, ,NO,매우높음,63.2,24.3
2020-06-17,서울(108),NO,29.9,30.3,24.3,20.2,58.6,NO, ,NO,매우높음,59.8,24.4
2020-06-18,서울(108),NO,27.2,27.3,23.4,20.3,61.4,NO, ,NO,매우높음,61.2,23.31
2020-06-19,서울(108),NO,29.8,30,24.7,21.1,61.4,NO, ,NO,보통,61.5,24.79
