"		지점번호",지점명,일시,평균습도(%rh),최저습도(%rh)
"		108",서울,Jan-73,74,38
"		108",서울,Feb-73,64,28
"		108",서울,Mar-73,61,22
"		108",서울,Apr-73,72,23
"		108",서울,May-73,65,25
"		108",서울,Jun-73,76,28
"		108",서울,Jul-73,85,54
"		108",서울,Aug-73,89,52
"		108",서울,Sep-73,76,26
"		108",서울,Oct-73,67,24
"		108",서울,Nov-73,67,33
"		108",서울,Dec-73,66,32
"		108",서울,Jan-74,64,27
"		108",서울,Feb-74,66,32
"		108",서울,Mar-74,69,28
"		108",서울,Apr-74,66,26
"		108",서울,May-74,68,27
"		108",서울,Jun-74,73,33
"		108",서울,Jul-74,82,45
"		108",서울,Aug-74,80,45
"		108",서울,Sep-74,74,36
"		108",서울,Oct-74,72,25
"		108",서울,Nov-74,64,28
"		108",서울,Dec-74,64,29
"		108",서울,Jan-75,62,29
"		108",서울,Feb-75,57,19
"		108",서울,Mar-75,70,26
"		108",서울,Apr-75,63,18
"		108",서울,May-75,66,20
"		108",서울,Jun-75,75,30
"		108",서울,Jul-75,83,44
"		108",서울,Aug-75,73,32
"		108",서울,Sep-75,74,31
"		108",서울,Oct-75,67,30
"		108",서울,Nov-75,62,23
"		108",서울,Dec-75,58,20
"		108",서울,Jan-76,57,23
"		108",서울,Feb-76,65,18
"		108",서울,Mar-76,60,16
"		108",서울,Apr-76,56,15
"		108",서울,May-76,57,17
"		108",서울,Jun-76,67,26
"		108",서울,Jul-76,74,30
"		108",서울,Aug-76,82,48
"		108",서울,Sep-76,70,32
"		108",서울,Oct-76,68,20
"		108",서울,Nov-76,67,20
"		108",서울,Dec-76,69,30
"		108",서울,Jan-77,60,28
"		108",서울,Feb-77,61,20
"		108",서울,Mar-77,62,23
"		108",서울,Apr-77,67,19
"		108",서울,May-77,67,16
"		108",서울,Jun-77,68,27
"		108",서울,Jul-77,81,46
"		108",서울,Aug-77,66,27
"		108",서울,Sep-77,70,28
"		108",서울,Oct-77,71,22
"		108",서울,Nov-77,69,30
"		108",서울,Dec-77,74,30
"		108",서울,Jan-78,67,32
"		108",서울,Feb-78,65,31
"		108",서울,Mar-78,64,25
"		108",서울,Apr-78,55,16
"		108",서울,May-78,53,18
"		108",서울,Jun-78,72,23
"		108",서울,Jul-78,81,40
"		108",서울,Aug-78,81,44
"		108",서울,Sep-78,72,31
"		108",서울,Oct-78,65,22
"		108",서울,Nov-78,64,29
"		108",서울,Dec-78,66,22
"		108",서울,Jan-79,66,18
"		108",서울,Feb-79,64,24
"		108",서울,Mar-79,61,23
"		108",서울,Apr-79,59,21
"		108",서울,May-79,67,20
"		108",서울,Jun-79,83,39
"		108",서울,Jul-79,81,44
"		108",서울,Aug-79,78,33
"		108",서울,Sep-79,73,36
"		108",서울,Oct-79,67,27
"		108",서울,Nov-79,62,30
"		108",서울,Dec-79,71,29
"		108",서울,Jan-80,65,30
"		108",서울,Feb-80,64,31
"		108",서울,Mar-80,63,26
"		108",서울,Apr-80,65,23
"		108",서울,May-80,65,28
"		108",서울,Jun-80,76,27
"		108",서울,Jul-80,80,41
"		108",서울,Aug-80,76,39
"		108",서울,Sep-80,66,29
"		108",서울,Oct-80,62,23
"		108",서울,Nov-80,65,23
"		108",서울,Dec-80,64,32
"		108",서울,Jan-81,66,37
"		108",서울,Feb-81,65,30
"		108",서울,Mar-81,61,24
"		108",서울,Apr-81,66,24
"		108",서울,May-81,69,27
"		108",서울,Jun-81,67,31
"		108",서울,Jul-81,82,46
"		108",서울,Aug-81,76,31
"		108",서울,Sep-81,72,35
"		108",서울,Oct-81,67,26
"		108",서울,Nov-81,59,29
"		108",서울,Dec-81,65,32
"		108",서울,Jan-82,63,34
"		108",서울,Feb-82,62,30
"		108",서울,Mar-82,61,26
"		108",서울,Apr-82,53,23
"		108",서울,May-82,68,22
"		108",서울,Jun-82,67,32
"		108",서울,Jul-82,73,32
"		108",서울,Aug-82,81,44
"		108",서울,Sep-82,61,24
"		108",서울,Oct-82,65,22
"		108",서울,Nov-82,66,18
"		108",서울,Dec-82,65,28
"		108",서울,Jan-83,64,25
"		108",서울,Feb-83,58,24
"		108",서울,Mar-83,60,9
"		108",서울,Apr-83,57,15
"		108",서울,May-83,62,22
"		108",서울,Jun-83,65,24
"		108",서울,Jul-83,83,48
"		108",서울,Aug-83,75,40
"		108",서울,Sep-83,74,30
"		108",서울,Oct-83,69,20
"		108",서울,Nov-83,63,23
"		108",서울,Dec-83,56,14
"		108",서울,Jan-84,53,17
"		108",서울,Feb-84,50,15
"		108",서울,Mar-84,55,14
"		108",서울,Apr-84,61,19
"		108",서울,May-84,64,23
"		108",서울,Jun-84,71,21
"		108",서울,Jul-84,81,41
"		108",서울,Aug-84,79,34
"		108",서울,Sep-84,75,34
"		108",서울,Oct-84,67,26
"		108",서울,Nov-84,69,20
"		108",서울,Dec-84,67,30
"		108",서울,Jan-85,63,28
"		108",서울,Feb-85,69,37
"		108",서울,Mar-85,60,23
"		108",서울,Apr-85,62,15
"		108",서울,May-85,67,16
"		108",서울,Jun-85,71,30
"		108",서울,Jul-85,81,43
"		108",서울,Aug-85,80,49
"		108",서울,Sep-85,79,28
"		108",서울,Oct-85,73,26
"		108",서울,Nov-85,73,34
"		108",서울,Dec-85,67,35
"		108",서울,Jan-86,68,33
"		108",서울,Feb-86,65,31
"		108",서울,Mar-86,68,27
"		108",서울,Apr-86,56,18
"		108",서울,May-86,66,24
"		108",서울,Jun-86,74,22
"		108",서울,Jul-86,80,45
"		108",서울,Aug-86,78,44
"		108",서울,Sep-86,74,26
"		108",서울,Oct-86,70,24
"		108",서울,Nov-86,64,25
"		108",서울,Dec-86,70,31
"		108",서울,Jan-87,63,28
"		108",서울,Feb-87,65,25
"		108",서울,Mar-87,66,21
"		108",서울,Apr-87,62,18
"		108",서울,May-87,65,22
"		108",서울,Jun-87,66,29
"		108",서울,Jul-87,83,24
"		108",서울,Aug-87,85,51
"		108",서울,Sep-87,69,27
"		108",서울,Oct-87,65,25
"		108",서울,Nov-87,62,20
"		108",서울,Dec-87,59,18
"		108",서울,Jan-88,60,29
"		108",서울,Feb-88,55,23
"		108",서울,Mar-88,52,20
"		108",서울,Apr-88,56,21
"		108",서울,May-88,54,16
"		108",서울,Jun-88,70,23
"		108",서울,Jul-88,78,36
"		108",서울,Aug-88,72,35
"		108",서울,Sep-88,66,29
"		108",서울,Oct-88,58,19
"		108",서울,Nov-88,55,18
"		108",서울,Dec-88,59,24
"		108",서울,Jan-89,70,14
"		108",서울,Feb-89,57,23
"		108",서울,Mar-89,62,22
"		108",서울,Apr-89,48,13
"		108",서울,May-89,64,13
"		108",서울,Jun-89,67,28
"		108",서울,Jul-89,79,35
"		108",서울,Aug-89,72,37
"		108",서울,Sep-89,74,33
"		108",서울,Oct-89,66,21
"		108",서울,Nov-89,67,26
"		108",서울,Dec-89,68,25
"		108",서울,Jan-90,61,23
"		108",서울,Feb-90,72,22
"		108",서울,Mar-90,65,15
"		108",서울,Apr-90,64,14
"		108",서울,May-90,74,30
"		108",서울,Jun-90,81,34
"		108",서울,Jul-90,85,48
"		108",서울,Aug-90,77,41
"		108",서울,Sep-90,74,38
"		108",서울,Oct-90,63,28
"		108",서울,Nov-90,71,25
"		108",서울,Dec-90,68,24
"		108",서울,Jan-91,63,22
"		108",서울,Feb-91,61,17
"		108",서울,Mar-91,64,22
"		108",서울,Apr-91,56,21
"		108",서울,May-91,60,21
"		108",서울,Jun-91,70,25
"		108",서울,Jul-91,84,45
"		108",서울,Aug-91,71,27
"		108",서울,Sep-91,70,28
"		108",서울,Oct-91,61,24
"		108",서울,Nov-91,59,19
"		108",서울,Dec-91,69,29
"		108",서울,Jan-92,68,27
"		108",서울,Feb-92,62,22
"		108",서울,Mar-92,58,14
"		108",서울,Apr-92,59,12
"		108",서울,May-92,65,20
"		108",서울,Jun-92,66,27
"		108",서울,Jul-92,81,30
"		108",서울,Aug-92,77,39
"		108",서울,Sep-92,71,22
"		108",서울,Oct-92,70,27
"		108",서울,Nov-92,67,17
"		108",서울,Dec-92,65,23
"		108",서울,Jan-93,62,23
"		108",서울,Feb-93,63,17
"		108",서울,Mar-93,63,18
"		108",서울,Apr-93,63,12
"		108",서울,May-93,64,21
"		108",서울,Jun-93,78,30
"		108",서울,Jul-93,77,38
"		108",서울,Aug-93,80,35
"		108",서울,Sep-93,67,19
"		108",서울,Oct-93,61,19
"		108",서울,Nov-93,70,27
"		108",서울,Dec-93,62,21
"		108",서울,Jan-94,58,18
"		108",서울,Feb-94,55,12
"		108",서울,Mar-94,60,13
"		108",서울,Apr-94,53,14
"		108",서울,May-94,67,17
"		108",서울,Jun-94,68,25
"		108",서울,Jul-94,79,31
"		108",서울,Aug-94,76,34
"		108",서울,Sep-94,69,28
"		108",서울,Oct-94,71,23
"		108",서울,Nov-94,63,15
"		108",서울,Dec-94,60,20
"		108",서울,Jan-95,52,14
"		108",서울,Feb-95,56,11
"		108",서울,Mar-95,64,12
"		108",서울,Apr-95,54,12
"		108",서울,May-95,58,10
"		108",서울,Jun-95,71,21
"		108",서울,Jul-95,81,36
"		108",서울,Aug-95,85,38
"		108",서울,Sep-95,68,24
"		108",서울,Oct-95,61,16
"		108",서울,Nov-95,57,13
"		108",서울,Dec-95,55,20
"		108",서울,Jan-96,51,10
"		108",서울,Feb-96,47,10
"		108",서울,Mar-96,54,9
"		108",서울,Apr-96,52,11
"		108",서울,May-96,58,13
"		108",서울,Jun-96,75,25
"		108",서울,Jul-96,76,34
"		108",서울,Aug-96,73,31
"		108",서울,Sep-96,66,19
"		108",서울,Oct-96,63,14
"		108",서울,Nov-96,64,17
"		108",서울,Dec-96,59,16
"		108",서울,Jan-97,58,21
"		108",서울,Feb-97,54,12
"		108",서울,Mar-97,56,19
"		108",서울,Apr-97,55,15
"		108",서울,May-97,66,17
"		108",서울,Jun-97,65,25
"		108",서울,Jul-97,80,27
"		108",서울,Aug-97,71,37
"		108",서울,Sep-97,63,22
"		108",서울,Oct-97,55,10
"		108",서울,Nov-97,61,17
"		108",서울,Dec-97,59,20
"		108",서울,Jan-98,59,20
"		108",서울,Feb-98,59,16
"		108",서울,Mar-98,58,13
"		108",서울,Apr-98,65,14
"		108",서울,May-98,59,17
"		108",서울,Jun-98,67,28
"		108",서울,Jul-98,75,32
"		108",서울,Aug-98,79,41
"		108",서울,Sep-98,70,30
"		108",서울,Oct-98,67,29
"		108",서울,Nov-98,61,20
"		108",서울,Dec-98,60,16
"		108",서울,Jan-99,58,21
"		108",서울,Feb-99,60,16
"		108",서울,Mar-99,50,11
"		108",서울,Apr-99,59,11
"		108",서울,May-99,66,21
"		108",서울,Jun-99,68,28
"		108",서울,Jul-99,73,37
"		108",서울,Aug-99,74,36
"		108",서울,Sep-99,76,28
"		108",서울,Oct-99,71,24
"		108",서울,Nov-99,65,25
"		108",서울,Dec-99,64,26
"		108",서울,Jan-00,64,28
"		108",서울,Feb-00,56,27
"		108",서울,Mar-00,55,23
"		108",서울,Apr-00,56,26
"		108",서울,May-00,66,26
"		108",서울,Jun-00,65,21
"		108",서울,Jul-00,74,29
"		108",서울,Aug-00,79,26
"		108",서울,Sep-00,71,32
"		108",서울,Oct-00,64,23
"		108",서울,Nov-00,57,17
"		108",서울,Dec-00,58,22
"		108",서울,Jan-01,62,36
"		108",서울,Feb-01,60,15
"		108",서울,Mar-01,51,9
"		108",서울,Apr-01,50,11
"		108",서울,May-01,61,16
"		108",서울,Jun-01,71,25
"		108",서울,Jul-01,76,37
"		108",서울,Aug-01,69,29
"		108",서울,Sep-01,58,20
"		108",서울,Oct-01,65,21
"		108",서울,Nov-01,58,17
"		108",서울,Dec-01,49,15
"		108",서울,Jan-02,63,22
"		108",서울,Feb-02,55,13
"		108",서울,Mar-02,55,10
"		108",서울,Apr-02,53,8
"		108",서울,May-02,62,12
"		108",서울,Jun-02,62,21
"		108",서울,Jul-02,74,43
"		108",서울,Aug-02,79,36
"		108",서울,Sep-02,67,21
"		108",서울,Oct-02,60,17
"		108",서울,Nov-02,56,16
"		108",서울,Dec-02,60,21
"		108",서울,Jan-03,60,21
"		108",서울,Feb-03,62,17
"		108",서울,Mar-03,58,19
"		108",서울,Apr-03,60,13
"		108",서울,May-03,57,15
"		108",서울,Jun-03,69,16
"		108",서울,Jul-03,75,34
"		108",서울,Aug-03,77,30
"		108",서울,Sep-03,72,19
"		108",서울,Oct-03,61,19
"		108",서울,Nov-03,66,13
"		108",서울,Dec-03,59,16
"		108",서울,Jan-04,59,16
"		108",서울,Feb-04,56,11
"		108",서울,Mar-04,49,11
"		108",서울,Apr-04,51,12
"		108",서울,May-04,68,12
"		108",서울,Jun-04,64,17
"		108",서울,Jul-04,82,44
"		108",서울,Aug-04,71,22
"		108",서울,Sep-04,69,22
"		108",서울,Oct-04,54,14
"		108",서울,Nov-04,66,21
"		108",서울,Dec-04,56,15
"		108",서울,Jan-05,52,12
"		108",서울,Feb-05,49,15
"		108",서울,Mar-05,54,13
"		108",서울,Apr-05,53,9
"		108",서울,May-05,55,8
"		108",서울,Jun-05,69,26
"		108",서울,Jul-05,76,44
"		108",서울,Aug-05,75,30
"		108",서울,Sep-05,71,30
"		108",서울,Oct-05,65,17
"		108",서울,Nov-05,55,10
"		108",서울,Dec-05,51,18
"		108",서울,Jan-06,57,18
"		108",서울,Feb-06,53,12
"		108",서울,Mar-06,51,8
"		108",서울,Apr-06,55,10
"		108",서울,May-06,57,13
"		108",서울,Jun-06,68,21
"		108",서울,Jul-06,82,43
"		108",서울,Aug-06,69,34
"		108",서울,Sep-06,58,19
"		108",서울,Oct-06,62,11
"		108",서울,Nov-06,58,14
"		108",서울,Dec-06,59,16
"		108",서울,Jan-07,56,18
"		108",서울,Feb-07,53,13
"		108",서울,Mar-07,60,15
"		108",서울,Apr-07,53,14
"		108",서울,May-07,62,17
"		108",서울,Jun-07,61,13
"		108",서울,Jul-07,75,35
"		108",서울,Aug-07,75,23
"		108",서울,Sep-07,74,36
"		108",서울,Oct-07,63,13
"		108",서울,Nov-07,55,15
"		108",서울,Dec-07,60,24
"		108",서울,Jan-08,50,13
"		108",서울,Feb-08,46,12
"		108",서울,Mar-08,56,10
"		108",서울,Apr-08,50,11
"		108",서울,May-08,58,10
"		108",서울,Jun-08,65,23
"		108",서울,Jul-08,78,45
"		108",서울,Aug-08,70,29
"		108",서울,Sep-08,64,18
"		108",서울,Oct-08,62,22
"		108",서울,Nov-08,58,9
"		108",서울,Dec-08,56,16
"		108",서울,Jan-09,50,14
"		108",서울,Feb-09,57,12
"		108",서울,Mar-09,52,13
"		108",서울,Apr-09,54,13
"		108",서울,May-09,59,15
"		108",서울,Jun-09,66,18
"		108",서울,Jul-09,76,36
"		108",서울,Aug-09,69,24
"		108",서울,Sep-09,64,23
"		108",서울,Oct-09,62,23
"		108",서울,Nov-09,64,19
"		108",서울,Dec-09,60,15
"		108",서울,Jan-10,65,26
"		108",서울,Feb-10,59,14
"		108",서울,Mar-10,59,13
"		108",서울,Apr-10,54,12
"		108",서울,May-10,62,21
"		108",서울,Jun-10,62,12
"		108",서울,Jul-10,74,32
"		108",서울,Aug-10,78,26
"		108",서울,Sep-10,72,25
"		108",서울,Oct-10,61,14
"		108",서울,Nov-10,55,11
"		108",서울,Dec-10,56,17
"		108",서울,Jan-11,54,19
"		108",서울,Feb-11,55,15
"		108",서울,Mar-11,51,12
"		108",서울,Apr-11,54,10
"		108",서울,May-11,57,15
"		108",서울,Jun-11,67,19
"		108",서울,Jul-11,79,30
"		108",서울,Aug-11,74,30
"		108",서울,Sep-11,58,13
"		108",서울,Oct-11,55,15
"		108",서울,Nov-11,61,14
"		108",서울,Dec-11,51,15
"		108",서울,Jan-12,49,12
"		108",서울,Feb-12,43,11
"		108",서울,Mar-12,52,9
"		108",서울,Apr-12,54,9
"		108",서울,May-12,48,11
"		108",서울,Jun-12,54,21
"		108",서울,Jul-12,74,38
"		108",서울,Aug-12,68,31
"		108",서울,Sep-12,65,26
"		108",서울,Oct-12,58,14
"		108",서울,Nov-12,57,15
"		108",서울,Dec-12,57,17
"		108",서울,Jan-13,57,21
"		108",서울,Feb-13,54,15
"		108",서울,Mar-13,49,8
"		108",서울,Apr-13,54,12
"		108",서울,May-13,58,11
"		108",서울,Jun-13,60,15
"		108",서울,Jul-13,79,40
"		108",서울,Aug-13,69,28
"		108",서울,Sep-13,63,16
"		108",서울,Oct-13,59,19
"		108",서울,Nov-13,58,18
"		108",서울,Dec-13,60,20
"		108",서울,Jan-14,50,13
"		108",서울,Feb-14,52,16
"		108",서울,Mar-14,60,16
"		108",서울,Apr-14,60,15
"		108",서울,May-14,59,18
"		108",서울,Jun-14,73,32
"		108",서울,Jul-14,74,27
"		108",서울,Aug-14,77,32
"		108",서울,Sep-14,69,22
"		108",서울,Oct-14,63,15
"		108",서울,Nov-14,61,18
"		108",서울,Dec-14,56,21
"		108",서울,Jan-15,56,22
"		108",서울,Feb-15,59,17
"		108",서울,Mar-15,45,9
"		108",서울,Apr-15,55,11
"		108",서울,May-15,53,12
"		108",서울,Jun-15,60,13
"		108",서울,Jul-15,71,28
"		108",서울,Aug-15,70,29
"		108",서울,Sep-15,56,15
"		108",서울,Oct-15,61,17
"		108",서울,Nov-15,74,23
"		108",서울,Dec-15,60,19
"		108",서울,Jan-16,53,17
"		108",서울,Feb-16,52,16
"		108",서울,Mar-16,51,15
"		108",서울,Apr-16,55,13
"		108",서울,May-16,56,10
"		108",서울,Jun-16,63,21
"		108",서울,Jul-16,73,37
"		108",서울,Aug-16,64,27
"		108",서울,Sep-16,65,26
"		108",서울,Oct-16,62,13
"		108",서울,Nov-16,57,19
"		108",서울,Dec-16,59,16
"		108",서울,Jan-17,55,17
"		108",서울,Feb-17,54,18
"		108",서울,Mar-17,48,15
"		108",서울,Apr-17,52,10
"		108",서울,May-17,52,7
"		108",서울,Jun-17,57,14
"		108",서울,Jul-17,77,38
"		108",서울,Aug-17,71,19
"		108",서울,Sep-17,61,20
"		108",서울,Oct-17,56,16
"		108",서울,Nov-17,54,13
"		108",서울,Dec-17,56,14
"		108",서울,Jan-18,48,16
"		108",서울,Feb-18,45,13
"		108",서울,Mar-18,59,13
"		108",서울,Apr-18,55,8
"		108",서울,May-18,63,22
"		108",서울,Jun-18,63,19
"		108",서울,Jul-18,68,29
"		108",서울,Aug-18,65,25
"		108",서울,Sep-18,61,23
"		108",서울,Oct-18,59,16
"		108",서울,Nov-18,58,12
"		108",서울,Dec-18,46,16
"		108",서울,Jan-19,46,11
"		108",서울,Feb-19,47,15
"		108",서울,Mar-19,51,10
"		108",서울,Apr-19,51,10
"		108",서울,May-19,47,12
"		108",서울,Jun-19,61,22
"		108",서울,Jul-19,69,24
"		108",서울,Aug-19,69,28
"		108",서울,Sep-19,65,24
"		108",서울,Oct-19,62,23
"		108",서울,Nov-19,56,14
"		108",서울,Dec-19,58,17
"		108",서울,Jan-20,56,17
"		108",서울,Feb-20,58,14
"		108",서울,Mar-20,46,11
"		108",서울,Apr-20,50,10
"		108",서울,May-20,67,11
"		108",서울,Jun-20,68,26
"		108",서울,Jul-20,77,34
"		108",서울,Aug-20,85,49
"		108",서울,Sep-20,71,27
"		108",서울,Oct-20,61,20
"		108",서울,Nov-20,64,18
"		108",서울,Dec-20,58,24
"		108",서울,Jan-21,58,19
"		108",서울,Feb-21,56,18
"		108",서울,Mar-21,63,19
"		108",서울,Apr-21,54,18
"		108",서울,May-21,68,25
"		108",서울,Jun-21,73,36
"		108",서울,Jul-21,71,37
"		108",서울,Aug-21,74,39
"		108",서울,Sep-21,71,38
"		108",서울,Oct-21,70,25
"		108",서울,Nov-21,68,27
"		108",서울,Dec-21,62,26
"		108",서울,Jan-22,55,21
"		108",서울,Feb-22,55,21
"		108",서울,Mar-22,62,15
"		108",서울,Apr-22,55,17
"		108",서울,May-22,55,16
"		108",서울,Jun-22,73,18
"		108",서울,Jul-22,77,46
"		108",서울,Aug-22,80,39
"		108",서울,Sep-22,68,29
"		108",서울,Oct-22,69,25
"		108",서울,Nov-22,65,23
"		108",서울,Dec-22,59,21
"		",,,,
"	",,,,
"	",,,,
